Datum	Uhrzeit	Kommentar	p_Probe_Ist / bar	I_Ist / mA	U_ges / mV	U_Nadel / mV	U_ges-Th_U	U_Nadel-Th_U	R_ges / mOhm*cm²	R_bulk / mOhm*cm²	Anpressfläche / cm²	p_Ist / bar	p_Kraftsensor / ?	Weg Bürster	Kraftsensor Poly	Probendicke Poly	Kraftsensor	Probendicke	U_ges 1	U_Nadel 1	U_ges 2	U_Nadel 2	Diff_U_ges/2	Diff_U_Nadel/2	Relais	
22.06.2020	14:31:04	Einfahren 15 Zyklen	1,041619	1998,000000	14,280748	0,054874	14,233183	0,054775	26,803205	0,102992	3,750000	0,198952	-5447,646717	2442,954657	0,000000	0,000000	-59,776082	17334,246116	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:07	Einfahren 15 Zyklen	3,032952	499,700000	2,270399	0,054084	2,222835	0,053985	17,038217	0,405871	3,750000	0,579368	-5075,554120	2485,550779	0,000000	0,000000	-55,245679	16423,177070	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:12	Einfahren 15 Zyklen	3,033176	998,000000	4,496730	0,055335	4,449165	0,055237	16,896529	0,207924	3,750000	0,579480	-5075,303763	2494,027887	0,000000	0,000000	-55,242659	16241,864074	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:15	Einfahren 15 Zyklen	3,028219	1498,000000	6,723786	0,042093	6,676221	0,041994	16,831907	0,105373	3,750000	0,578490	-5071,861359	2493,948908	0,000000	0,000000	-55,201129	16243,553326	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:18	Einfahren 15 Zyklen	3,029389	1998,000000	8,938654	0,050394	8,891090	0,050295	16,776753	0,094584	3,750000	0,578664	-5075,929655	2493,937390	0,000000	0,000000	-55,250210	16243,799675	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:21	Einfahren 15 Zyklen	5,028109	499,700000	1,839193	0,048022	1,791628	0,047924	13,802227	0,360384	3,750000	0,960577	-4701,521240	2544,533521	0,000000	0,000000	-50,772847	15161,622092	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:26	Einfahren 15 Zyklen	5,026353	998,000000	3,639192	0,049077	3,591627	0,048978	13,674318	0,184406	3,750000	0,960185	-4702,209721	2553,115948	0,000000	0,000000	-50,781008	14978,056476	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:29	Einfahren 15 Zyklen	5,021861	1498,000000	5,431615	0,054742	5,384050	0,054644	13,597167	0,137039	3,750000	0,959344	-4704,588109	2553,071522	0,000000	0,000000	-50,809202	14979,006682	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:32	Einfahren 15 Zyklen	5,023101	1998,000000	7,226212	0,058695	7,178648	0,058597	13,562711	0,110164	3,750000	0,959584	-4700,332045	2553,104430	0,000000	0,000000	-50,758751	14978,302826	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:36	Einfahren 15 Zyklen	8,018785	499,700000	1,506548	0,048418	1,458983	0,048319	11,305891	0,363351	3,750000	1,531878	-4148,984011	2614,988129	0,000000	0,000000	-44,305504	13654,700585	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:40	Einfahren 15 Zyklen	8,012555	998,000000	2,965930	0,047561	2,918365	0,047462	11,144526	0,178712	3,750000	1,530708	-4146,918569	2623,787766	0,000000	0,000000	-44,281629	13466,489164	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:43	Einfahren 15 Zyklen	8,021091	1498,000000	4,427420	0,061199	4,379856	0,061100	11,083329	0,153202	3,750000	1,532269	-4142,224380	2623,768021	0,000000	0,000000	-44,227375	13466,911478	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:47	Einfahren 15 Zyklen	8,026633	1998,000000	5,880017	0,047298	5,832453	0,047199	11,036068	0,088772	3,750000	1,533348	-4146,104909	2623,735113	0,000000	0,000000	-44,272224	13467,615336	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:50	Einfahren 15 Zyklen	10,004968	499,700000	1,367204	0,053359	1,319640	0,053260	10,260189	0,400432	3,750000	1,911287	-3768,629576	2671,353228	0,000000	0,000000	-39,945044	12449,133158	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:54	Einfahren 15 Zyklen	10,024656	998,000000	2,681907	0,048154	2,634342	0,048055	10,077304	0,180940	3,750000	1,915061	-3763,434674	2680,353619	0,000000	0,000000	-39,885984	12256,627911	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:31:58	Einfahren 15 Zyklen	10,015879	1498,000000	3,991931	0,048022	3,944367	0,047924	9,993153	0,120216	3,750000	1,913378	-3765,437528	2680,350328	0,000000	0,000000	-39,908753	12256,698297	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:32:01	Einfahren 15 Zyklen	10,007739	1998,000000	5,302945	0,054874	5,255380	0,054775	9,952974	0,102992	3,750000	1,911885	-3768,629576	2680,322356	0,000000	0,000000	-39,945044	12257,296577	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
22.06.2020	14:32:04	Einfahren 15 Zyklen	12,016610	499,700000	1,260737	0,055533	1,213173	0,055434	9,461204	0,416748	3,750000	2,295566	-3393,094487	2722,022000	0,000000	0,000000	-35,708968	11365,401898	-7,014009	0,047166	7,109138	0,046968	0,047564	0,000099	0,000000
